policy_id,customer_id,policy_type,provider,premium_amount,coverage_amount,policy_duration_years,policy_start_year,policy_end_year,policy_risk_level,policy_status,customer_income,customer_credit_score,customer_employment
POL_248458,CUST_947290,life,Miller LLC,653,169400,8,2015,2023,low,active,60651,754,self-employed
POL_873062,CUST_797621,life,"Ramirez, Christian and Rivera",1820,169400,3,2019,2022,high,active,65912,667,self-employed
POL_769078,CUST_797621,travel,"Barrett, Crawford and Oconnor",549,60500,10,2015,2025,medium,inactive,65912,667,self-employed
POL_795474,CUST_972010,health,Gibson Ltd,884,79200,5,2022,2027,low,active,67001,692,employed
POL_492267,CUST_972010,home,"Flores, Lewis and Martinez",963,135000,4,2019,2023,medium,active,67001,692,employed
POL_711053,CUST_891393,health,Sullivan-Boyd,2666,104544,10,2021,2031,high,active,36623,661,retired
POL_589857,CUST_891393,travel,"Briggs, Miles and Jackson",1592,49500,9,2015,2024,low,active,36623,661,retired
POL_678981,CUST_324107,life,Richardson Ltd,1377,142560,7,2022,2029,high,active,22719,804,retired
POL_698632,CUST_324107,auto,Chan PLC,1570,9450,7,2020,2027,low,inactive,22719,804,retired
POL_212031,CUST_735374,home,Garcia and Sons,2300,150000,5,2022,2027,low,active,56358,680,retired
POL_248919,CUST_534301,home,Harrell-Reeves,440,181500,3,2017,2020,low,active,112062,809,employed
POL_448767,CUST_462274,life,"Adams, Gomez and Gray",945,138600,4,2020,2024,medium,active,40505,748,retired
POL_994547,CUST_462274,auto,Franklin PLC,2316,9450,4,2019,2023,medium,inactive,40505,748,retired
POL_346816,CUST_476380,travel,Rosales Inc,1587,55000,7,2024,2031,medium,active,55824,728,employed
POL_247383,CUST_196636,health,Wiggins-Hickman,2477,116160,5,2021,2026,low,active,43551,722,retired
POL_945807,CUST_482799,home,Walls-Randolph,2262,121500,2,2019,2021,high,active,26528,723,retired
POL_223319,CUST_163753,health,Bryan-Wagner,1877,72600,10,2018,2028,medium,active,71276,584,employed
POL_882468,CUST_163753,home,Wood Inc,843,165000,2,2016,2018,high,active,71276,584,employed
POL_785650,CUST_792203,home,"Richard, Hardy and Delgado",2027,150000,10,2018,2028,low,active,48014,683,retired
POL_712450,CUST_792203,travel,White-Coleman,630,50000,5,2018,2023,low,active,48014,683,retired
POL_636209,CUST_202362,life,Nguyen Group,2835,118800,4,2023,2027,high,active,30547,750,self-employed
POL_300651,CUST_458939,life,Williams LLC,1860,145200,3,2019,2022,medium,active,85514,697,self-employed
POL_384016,CUST_623845,travel,"Martin, Edwards and Lewis",625,45000,8,2022,2030,high,active,35145,615,self-employed
POL_768498,CUST_627827,auto,Powell-Hall,644,8505,1,2024,2025,medium,inactive,33676,696,self-employed
POL_331203,CUST_627827,travel,Wu-Cain,2000,40500,10,2021,2031,low,inactive,33676,696,self-employed
POL_868553,CUST_507017,home,Anderson-Green,1714,181500,2,2022,2024,low,inactive,106711,802,employed
POL_361708,CUST_438878,travel,"Hodge, Scott and Smith",1427,66550,7,2022,2029,high,active,106394,774,employed
POL_214713,CUST_462806,home,Jones Group,1537,165000,4,2017,2021,medium,active,69955,696,employed
POL_778681,CUST_726908,auto,"Shaw, Castro and Velasquez",1746,9450,7,2018,2025,high,active,35266,757,retired
POL_870066,CUST_191177,health,Wiley-Mcfarland,1882,87120,1,2023,2024,medium,active,106248,678,employed
POL_485083,CUST_706984,life,Scott Ltd,975,138600,2,2015,2017,high,active,42930,597,employed
POL_419950,CUST_706984,travel,Schmitt Inc,2768,45000,6,2017,2023,medium,active,42930,597,employed
POL_414375,CUST_905115,life,"Mosley, Oliver and Carter",2326,203280,7,2022,2029,medium,active,45866,644,retired
POL_379118,CUST_905115,auto,"Lawrence, King and Anderson",1844,11550,9,2023,2032,medium,inactive,45866,644,retired
POL_578462,CUST_853961,life,"Martinez, Richardson and Lynch",1441,166320,4,2016,2020,low,active,20710,793,retired
POL_331478,CUST_853961,home,Baker-Hays,604,135000,10,2023,2033,medium,active,20710,793,retired
POL_569812,CUST_949338,life,"Porter, Stephenson and Rodriguez",1355,145200,6,2019,2025,medium,active,119688,683,employed
POL_158658,CUST_949338,travel,"Fisher, Gutierrez and Ruiz",1221,55000,1,2018,2019,medium,active,119688,683,employed
POL_884124,CUST_717368,life,Scott-Ramirez,1174,158400,1,2016,2017,low,active,48148,682,employed
POL_285600,CUST_402606,life,"Smith, Hamilton and Murphy",586,90000,6,2017,2023,low,active,54279,814,employed
POL_977054,CUST_402606,home,Franklin and Sons,1105,150000,10,2018,2028,medium,active,54279,814,employed
POL_890349,CUST_564654,life,Wright-Ibarra,895,169400,2,2018,2020,medium,inactive,107857,797,employed
POL_161859,CUST_694085,travel,Summers PLC,1354,60500,4,2018,2022,low,active,55558,833,employed
POL_635127,CUST_626767,home,Scott Ltd,1783,150000,5,2016,2021,medium,active,46421,690,retired
POL_108332,CUST_531464,health,Mendez LLC,1078,84700,2,2023,2025,high,active,54324,717,self-employed
POL_674971,CUST_531464,life,"Harrington, Elliott and Foley",927,169400,5,2019,2024,high,active,54324,717,self-employed
POL_357374,CUST_485961,auto,Ramos-Ewing,849,11550,2,2017,2019,medium,active,76575,609,employed
POL_139722,CUST_485961,home,Ramirez Group,1754,165000,3,2017,2020,low,inactive,76575,609,employed
POL_691356,CUST_275587,home,"Mcdonald, Long and Joyce",1372,135000,8,2016,2024,medium,inactive,50663,788,employed
POL_152500,CUST_275587,travel,"Miranda, Hodge and Riley",853,45000,2,2016,2018,medium,active,50663,788,employed
POL_416129,CUST_710388,home,Andrews and Sons,2454,135000,9,2018,2027,high,active,51867,629,self-employed
POL_370629,CUST_991352,health,Anderson-Gallagher,2782,85536,2,2023,2025,medium,active,28349,713,retired
POL_433675,CUST_991352,travel,Sexton-Williams,2551,40500,2,2024,2026,medium,active,28349,713,retired
POL_360571,CUST_970708,home,Lawson-Smith,916,148500,1,2017,2018,high,active,28129,634,retired
POL_176875,CUST_970708,travel,Harding-Smith,2434,49500,5,2018,2023,high,active,28129,634,retired
POL_660693,CUST_249607,life,"Solis, Manning and Joyce",3132,182952,9,2020,2029,low,active,29258,664,retired
POL_498695,CUST_249607,home,Chavez Inc,2261,148500,2,2015,2017,medium,active,29258,664,retired
POL_923269,CUST_737787,health,Wright-Winters,1368,59400,8,2016,2024,high,active,37783,649,self-employed
POL_454969,CUST_194264,health,Crawford LLC,2386,49500,5,2019,2024,low,active,112778,663,employed
POL_934595,CUST_194264,travel,"Michael, Short and Davis",2427,60500,5,2016,2021,high,active,112778,663,employed
POL_614118,CUST_932373,health,Burton-Miles,2526,50000,9,2024,2033,high,active,49662,667,self-employed
POL_237295,CUST_408867,home,"Ellis, Hernandez and Brown",2662,135000,6,2020,2026,low,active,32673,667,retired
POL_481832,CUST_408867,travel,"Coleman, Brown and Garner",2084,45000,5,2022,2027,low,active,32673,667,retired
POL_283702,CUST_203897,home,"Cardenas, Lewis and Ellis",947,148500,3,2019,2022,high,inactive,114273,750,employed
POL_717785,CUST_203897,travel,"Sanchez, Baird and Potter",2519,49500,1,2017,2018,medium,active,114273,750,employed
POL_650875,CUST_305872,life,Kennedy-Love,722,169400,1,2021,2022,low,active,65884,633,self-employed
POL_121702,CUST_748263,life,Grant PLC,3182,166320,1,2020,2021,high,inactive,33674,713,retired
POL_524108,CUST_321533,health,Vaughn-Brown,2485,77000,2,2015,2017,high,active,79567,773,self-employed
POL_653633,CUST_842690,health,Kennedy-Grant,4132,85536,3,2015,2018,high,active,28328,669,retired
POL_894978,CUST_491476,health,Ramirez Inc,1376,96800,5,2020,2025,low,active,70643,686,self-employed
POL_244808,CUST_491476,travel,Golden-Nelson,1553,60500,9,2023,2032,medium,active,70643,686,self-employed
POL_511416,CUST_398678,travel,Young LLC,1338,50000,3,2024,2027,medium,active,78040,711,employed
POL_697402,CUST_882361,life,Walker Inc,3080,128304,7,2017,2024,medium,inactive,30641,668,retired
POL_522328,CUST_882361,home,Ellis Ltd,2820,121500,9,2023,2032,low,active,30641,668,retired
POL_773487,CUST_714696,auto,Lee PLC,1524,11550,4,2018,2022,medium,active,61248,729,self-employed
POL_821897,CUST_715753,auto,"Hall, Jensen and Sanders",836,8505,2,2019,2021,low,inactive,34216,633,retired
POL_484969,CUST_463097,health,Romero Inc,2550,49500,6,2024,2030,medium,active,103284,740,employed
POL_857835,CUST_463097,home,Rhodes Inc,1675,165000,6,2015,2021,low,active,103284,740,employed
POL_404131,CUST_395438,home,Wright Inc,2252,165000,4,2018,2022,high,inactive,43444,724,employed
POL_517634,CUST_395438,travel,Robinson-Gill,1724,55000,10,2023,2033,high,active,43444,724,employed
POL_381514,CUST_625899,health,Taylor-Green,1223,69300,9,2019,2028,low,active,82299,681,employed
POL_397728,CUST_916365,health,Smith PLC,2338,72600,8,2021,2029,medium,active,40512,649,employed
POL_380120,CUST_916365,home,"Brown, Jenkins and Dickson",1169,165000,9,2022,2031,medium,inactive,40512,649,employed
POL_587290,CUST_321958,auto,"Williams, Charles and Randolph",624,20250,8,2022,2030,medium,active,61997,646,employed
POL_234080,CUST_498238,home,"Escobar, Henderson and Hughes",2004,165000,5,2016,2021,low,active,56107,732,retired
POL_230770,CUST_122582,travel,Perez Inc,1323,50000,5,2019,2024,high,active,46551,773,employed
POL_948946,CUST_743477,travel,Simpson PLC,627,55000,7,2017,2024,low,active,53474,661,employed
POL_517875,CUST_759248,travel,Valdez LLC,1010,45000,2,2023,2025,low,inactive,57736,727,retired
POL_943233,CUST_146627,travel,Ortega-Black,2802,55000,5,2024,2029,medium,active,74116,574,self-employed
POL_737167,CUST_762002,home,Smith-Walter,1840,165000,8,2020,2028,low,active,88038,664,employed
POL_776392,CUST_999948,health,Harvey-Reynolds,3058,96800,1,2019,2020,high,active,46226,698,self-employed
POL_225671,CUST_543597,health,Fisher-Gutierrez,3312,104544,1,2022,2023,medium,inactive,36828,645,retired
POL_865845,CUST_529768,health,Gomez-Montoya,1187,49500,2,2022,2024,medium,active,31520,643,self-employed
POL_426643,CUST_624901,health,"Castillo, Palmer and Trevino",2667,45000,4,2016,2020,low,active,90389,659,employed
POL_149289,CUST_624901,travel,"Cortez, Hoffman and Armstrong",1920,45000,7,2015,2022,high,inactive,90389,659,employed
POL_805353,CUST_386046,life,Barnes-Vasquez,1784,169400,3,2015,2018,medium,active,48677,717,self-employed
POL_928000,CUST_386046,travel,"White, Berger and Villarreal",799,55000,10,2020,2030,high,active,48677,717,self-employed
POL_846277,CUST_516879,life,Mahoney-Lewis,1930,89100,6,2023,2029,low,active,28644,688,student
POL_500507,CUST_493750,home,"Chang, Mueller and Andrews",1719,135000,6,2016,2022,high,active,35574,565,retired
POL_833977,CUST_471056,home,"Chaney, Robinson and Smith",2655,150000,4,2020,2024,low,active,88434,572,employed
POL_519338,CUST_254946,auto,"Vargas, Simpson and Wilkerson",949,10500,10,2016,2026,low,active,43876,663,retired
POL_856967,CUST_544408,health,Vasquez PLC,1319,66000,7,2019,2026,medium,inactive,76205,727,self-employed
POL_730980,CUST_376046,home,Peters Ltd,3111,121500,9,2024,2033,low,active,27623,550,retired
POL_960541,CUST_723992,auto,Gray-Kennedy,2346,22500,7,2015,2022,medium,active,85247,670,employed
POL_137064,CUST_723992,travel,Castillo-Knox,2529,55000,2,2017,2019,low,active,85247,670,employed
POL_659238,CUST_251701,home,"Morris, Vargas and Moore",869,148500,4,2018,2022,low,active,31838,668,self-employed
POL_798254,CUST_870629,home,"Schmidt, May and Kane",2320,165000,3,2024,2027,medium,active,53430,676,employed
POL_934486,CUST_281823,health,Reed-Villegas,1528,79200,6,2017,2023,medium,active,47423,722,retired
POL_714237,CUST_281823,travel,Heath PLC,1815,50000,10,2017,2027,high,active,47423,722,retired
POL_977705,CUST_324219,health,"Conrad, Burke and Browning",2967,59400,4,2023,2027,low,active,64892,708,employed
POL_282038,CUST_853313,health,"Clark, Vincent and Santana",3725,87120,3,2021,2024,high,active,41253,572,retired
POL_105283,CUST_853313,home,Hale-Martinez,1173,165000,7,2023,2030,high,active,41253,572,retired
POL_659623,CUST_211671,life,Norton and Sons,1272,90000,8,2020,2028,medium,active,49334,746,self-employed
POL_408279,CUST_211671,auto,Baker-Turner,2214,9450,9,2015,2024,high,active,49334,746,self-employed
POL_730838,CUST_853566,home,Harris-Flores,925,165000,2,2016,2018,low,inactive,66877,712,self-employed
POL_728431,CUST_853566,travel,Walters-Pennington,1707,55000,10,2017,2027,medium,active,66877,712,self-employed
POL_868022,CUST_951934,home,Hodge LLC,2688,135000,7,2020,2027,medium,active,30204,730,self-employed
POL_135480,CUST_458468,travel,Cain-Maynard,1441,55000,8,2017,2025,high,active,111399,850,employed
POL_104455,CUST_825570,health,"Mejia, Mitchell and Evans",2286,96800,7,2023,2030,medium,active,85065,574,employed
POL_483059,CUST_794229,health,Gonzalez-White,2284,69300,1,2019,2020,medium,active,20381,803,retired
POL_538334,CUST_794229,home,"Glenn, Daniel and Vasquez",2082,135000,8,2017,2025,high,active,20381,803,retired
POL_715990,CUST_542155,travel,Ferguson and Sons,2221,40500,9,2017,2026,medium,active,30475,682,retired
POL_406552,CUST_150384,health,Cooper-Aguilar,981,65340,1,2017,2018,medium,active,105360,717,employed
POL_681256,CUST_910044,life,"Ramsey, Walker and Holt",1107,138600,8,2020,2028,medium,active,88882,697,self-employed
POL_587145,CUST_910044,home,"Rodriguez, Wilson and Mcdonald",1857,135000,7,2022,2029,high,active,88882,697,self-employed
POL_919833,CUST_585124,home,Maddox Group,1503,150000,5,2022,2027,low,active,84634,674,employed
POL_130723,CUST_169002,auto,Gentry Group,1300,10500,8,2016,2024,medium,inactive,73595,665,employed
POL_871046,CUST_661898,auto,"Castaneda, Mckenzie and Figueroa",2065,10395,9,2018,2027,medium,active,113140,719,employed
POL_428039,CUST_661898,home,King-Small,1910,148500,3,2020,2023,medium,inactive,113140,719,employed
POL_204779,CUST_312841,auto,Davis-Klein,2045,11550,2,2019,2021,medium,active,51533,608,self-employed
POL_812769,CUST_768438,auto,Rodriguez-Reid,1961,22500,8,2016,2024,medium,inactive,56425,745,self-employed
POL_852077,CUST_768438,travel,Brooks Inc,1841,50000,10,2020,2030,low,active,56425,745,self-employed
POL_439785,CUST_324245,health,Osborn-Nichols,1381,78408,2,2021,2023,high,active,20687,675,retired
POL_661629,CUST_324245,travel,Jenkins-May,1341,49500,1,2017,2018,low,active,20687,675,retired
POL_434432,CUST_321005,travel,White LLC,1406,49500,5,2016,2021,high,active,113815,632,employed
POL_500983,CUST_817946,auto,"Moreno, Harrington and Hale",633,12705,8,2021,2029,low,active,109759,672,employed
POL_216924,CUST_231190,auto,Rivera-Weeks,1826,10500,10,2020,2030,medium,active,43343,667,self-employed
POL_254534,CUST_231190,travel,"Rowland, Huynh and Garcia",1370,50000,3,2015,2018,low,active,43343,667,self-employed
POL_465078,CUST_846849,health,"Davies, Jones and Hurst",1243,79200,3,2017,2020,low,active,66800,721,employed
POL_522711,CUST_816888,travel,Brewer PLC,1106,60500,5,2016,2021,high,active,58805,656,retired
POL_589046,CUST_298078,health,Bell LLC,833,71280,5,2016,2021,medium,active,69017,745,employed
POL_794702,CUST_298078,travel,Riley-Reyes,1809,49500,1,2023,2024,medium,active,69017,745,employed
POL_180441,CUST_123981,auto,Leonard LLC,1366,10500,2,2019,2021,high,active,77766,741,self-employed
POL_331483,CUST_123981,home,Levy and Sons,2132,150000,3,2018,2021,high,inactive,77766,741,self-employed
POL_311039,CUST_780358,life,Hawkins-Pierce,1098,145200,1,2016,2017,high,active,89620,810,self-employed
POL_653080,CUST_687769,home,Green-Bennett,2375,148500,9,2016,2025,medium,active,30101,689,retired
POL_481430,CUST_858949,health,Eaton-Smith,3421,116160,2,2015,2017,high,active,54870,740,retired
POL_425166,CUST_373363,home,Jones PLC,1290,165000,6,2019,2025,low,active,41447,705,self-employed
POL_852422,CUST_564355,life,Hill and Sons,909,81000,8,2020,2028,high,active,64013,777,employed
POL_260829,CUST_564355,travel,Martinez PLC,495,45000,5,2018,2023,medium,active,64013,777,employed
POL_495704,CUST_422225,travel,"Rice, Brown and Moore",2680,49500,5,2017,2022,medium,active,85622,656,employed
POL_952829,CUST_517296,life,Gonzalez and Sons,1664,176000,2,2018,2020,high,active,85515,744,self-employed
POL_321846,CUST_496269,auto,"Mccullough, Garrett and Rodriguez",2132,10500,2,2016,2018,high,inactive,48229,696,self-employed
POL_814132,CUST_496269,home,Elliott Group,2419,150000,2,2018,2020,medium,active,48229,696,self-employed
POL_410898,CUST_526528,health,Baldwin PLC,1150,79200,4,2022,2026,high,active,82764,705,self-employed
POL_296593,CUST_526528,home,Stephens-Kaiser,1877,135000,4,2020,2024,medium,active,82764,705,self-employed
POL_927569,CUST_188959,auto,Norris-Baker,716,9450,10,2024,2034,medium,active,56064,715,employed
POL_400389,CUST_624968,travel,"Oneal, Brown and Carrillo",772,50000,10,2022,2032,low,active,46921,693,self-employed
POL_817515,CUST_302455,home,White Ltd,2464,135000,2,2023,2025,medium,active,51315,712,retired
POL_210393,CUST_101574,home,"Dominguez, Williams and Vazquez",2440,135000,10,2020,2030,low,inactive,33981,794,self-employed
POL_657713,CUST_101574,travel,Jones-Petty,590,45000,10,2017,2027,high,active,33981,794,self-employed
POL_514247,CUST_149071,auto,"Foster, Montgomery and Novak",741,12705,7,2024,2031,low,active,108581,759,employed
POL_362001,CUST_149071,travel,"West, Patterson and Maxwell",969,60500,9,2016,2025,low,inactive,108581,759,employed
POL_726727,CUST_496923,life,Nielsen Inc,1052,132000,5,2017,2022,medium,active,75904,752,self-employed
POL_288316,CUST_122088,life,Gardner Inc,2573,132000,5,2019,2024,high,active,69286,672,self-employed
POL_372414,CUST_122088,travel,Wilson-Hinton,1087,50000,10,2016,2026,high,active,69286,672,self-employed
POL_599278,CUST_254606,auto,Johnson LLC,2261,10500,7,2018,2025,low,active,62582,646,employed
POL_181243,CUST_250615,life,"Roberts, Parks and Jones",1714,110000,7,2017,2024,high,active,70857,757,self-employed
POL_758577,CUST_272051,life,Ramirez Ltd,812,99000,7,2018,2025,low,active,107600,752,employed
POL_409511,CUST_272051,travel,"Key, Thomas and Branch",591,49500,9,2022,2031,medium,active,107600,752,employed
POL_875572,CUST_633753,travel,Lester-Dickerson,2331,49500,5,2019,2024,medium,active,79435,788,self-employed
POL_846407,CUST_129241,auto,Bray-Rodriguez,1292,11550,8,2023,2031,high,active,76902,663,self-employed
POL_247788,CUST_129241,home,"Ford, Hernandez and Phillips",2301,165000,3,2020,2023,high,active,76902,663,self-employed
POL_978680,CUST_779216,home,Smith-Mccormick,1795,135000,4,2021,2025,high,active,36662,686,retired
POL_230150,CUST_610159,home,Bradley-Yang,1398,150000,1,2018,2019,high,active,92449,601,employed
POL_482708,CUST_610159,travel,"Montoya, Duran and Peterson",946,50000,9,2021,2030,high,active,92449,601,employed
POL_340683,CUST_971951,health,"Williams, Sanchez and Mann",2237,79200,3,2017,2020,medium,inactive,41783,676,retired
POL_538643,CUST_971951,auto,Maldonado-Wilkins,1026,10500,5,2021,2026,medium,active,41783,676,retired
POL_756889,CUST_891014,travel,Monroe Inc,2466,45000,2,2016,2018,low,active,54373,759,retired
POL_195166,CUST_486267,travel,"Foster, Parker and Hammond",773,50000,1,2020,2021,low,inactive,47126,672,employed
POL_800545,CUST_242133,life,"Turner, Martin and Obrien",1283,138600,5,2017,2022,high,active,38156,738,self-employed
POL_154680,CUST_980975,life,Herrera-Dunlap,3668,128304,10,2024,2034,high,inactive,39834,688,retired
POL_538244,CUST_868232,health,Lopez and Sons,1435,74844,7,2018,2025,medium,inactive,26909,719,retired
POL_530794,CUST_868232,auto,Hill-Thompson,2797,18225,9,2015,2024,high,active,26909,719,retired
POL_504682,CUST_940284,health,Clark PLC,3942,95040,3,2019,2022,low,active,57099,631,retired
POL_641718,CUST_940284,travel,Murray LLC,1860,49500,9,2017,2026,low,active,57099,631,retired
POL_315512,CUST_706915,health,"Davis, Brown and Rodriguez",1852,96800,4,2020,2024,low,active,41699,705,self-employed
POL_750278,CUST_210929,health,Kent-Munoz,3800,101640,6,2021,2027,low,active,44892,550,retired
POL_534207,CUST_210929,travel,Morton and Sons,1021,55000,3,2016,2019,low,active,44892,550,retired
POL_793209,CUST_332371,life,"Webster, Martin and Ferrell",2470,174240,9,2018,2027,high,active,44401,602,retired
POL_644343,CUST_469663,health,"Rodriguez, Campbell and Collins",2648,71280,1,2017,2018,high,active,50278,772,retired
POL_399740,CUST_469663,home,Kennedy-Marshall,1552,135000,8,2020,2028,high,active,50278,772,retired
POL_101268,CUST_926944,travel,Marks-Howell,1434,55000,1,2022,2023,medium,active,88759,746,self-employed
POL_330642,CUST_124469,health,"Snyder, Bush and Bauer",501,55000,3,2021,2024,medium,active,91064,728,employed
POL_982688,CUST_640233,health,Harper PLC,1968,78408,1,2017,2018,high,active,30254,791,retired
POL_780994,CUST_640233,life,Gonzalez and Sons,2214,156816,2,2019,2021,low,active,30254,791,retired
POL_940567,CUST_977040,auto,Baker Inc,1144,11550,8,2024,2032,medium,active,72497,643,self-employed
POL_739963,CUST_977040,home,Sanchez-Davis,1064,165000,4,2020,2024,low,active,72497,643,self-employed
POL_385225,CUST_738873,health,"Johnston, Wilson and Moore",1268,79200,8,2021,2029,high,active,99716,804,employed
POL_522381,CUST_738873,life,Green PLC,2104,158400,10,2020,2030,low,active,99716,804,employed
POL_987673,CUST_186463,life,Soto-Kelly,1868,158400,4,2019,2023,medium,active,43895,755,employed
POL_286626,CUST_632136,health,"Tran, Brown and Murphy",3023,96800,9,2016,2025,low,inactive,58464,685,self-employed
POL_711194,CUST_632136,life,Moreno-Love,805,193600,1,2018,2019,high,active,58464,685,self-employed
POL_351403,CUST_689837,health,"Mason, Garcia and Rodriguez",919,65340,7,2021,2028,high,active,31839,768,self-employed
POL_682820,CUST_744907,life,Owens Group,793,145200,5,2019,2024,low,active,89917,633,self-employed
POL_143821,CUST_633464,travel,Estrada Ltd,1974,55000,8,2015,2023,low,inactive,79724,650,employed
POL_903541,CUST_976253,life,Roberts Group,1032,130680,4,2021,2025,high,active,114708,663,employed
POL_693596,CUST_976253,travel,Wilkins LLC,1362,54450,9,2016,2025,high,active,114708,663,employed
POL_303859,CUST_223364,auto,"Griffin, Russell and Anderson",2701,8505,5,2023,2028,high,active,29122,668,retired
POL_615675,CUST_446334,health,"Vega, Oconnor and Ponce",1365,71280,4,2024,2028,low,active,38706,636,retired
POL_473035,CUST_413455,health,"Richardson, Costa and Pitts",1942,88000,7,2015,2022,medium,active,64089,773,self-employed
POL_507643,CUST_413455,life,Phillips-Burns,2616,176000,4,2018,2022,medium,active,64089,773,self-employed
POL_659341,CUST_473120,health,"Mullen, Garcia and Wright",2406,87120,5,2017,2022,low,active,50588,684,retired
POL_274541,CUST_473120,travel,"Mcdonald, Smith and Carlson",2147,55000,9,2023,2032,high,active,50588,684,retired
POL_203468,CUST_232939,health,Johnson-Foster,2962,40500,2,2024,2026,low,active,87456,721,employed
POL_408617,CUST_232939,auto,Hutchinson LLC,2115,9450,10,2015,2025,low,inactive,87456,721,employed
POL_708158,CUST_666570,home,"Caldwell, Stephenson and Robertson",1148,165000,1,2018,2019,high,inactive,58887,665,retired
POL_574795,CUST_666570,travel,Mann-Tran,1255,55000,2,2018,2020,high,active,58887,665,retired
POL_619340,CUST_730272,auto,Taylor LLC,1203,20250,6,2015,2021,high,active,74706,716,self-employed
POL_990401,CUST_730272,travel,Shannon-Smith,1742,49500,6,2023,2029,low,active,74706,716,self-employed
POL_474080,CUST_901857,life,Hawkins-Joseph,2571,169400,8,2015,2023,low,active,93039,585,employed
POL_594879,CUST_691910,life,Bowen Ltd,2874,184800,1,2024,2025,low,inactive,41086,617,retired
POL_545288,CUST_691910,home,Navarro and Sons,1121,150000,3,2016,2019,low,active,41086,617,retired
POL_576348,CUST_424079,health,"Warner, Kerr and Martin",1282,66000,10,2019,2029,low,inactive,45909,819,employed
POL_893953,CUST_424079,home,Hill Group,1077,150000,3,2023,2026,low,active,45909,819,employed
POL_620931,CUST_706038,life,Ramos LLC,1944,166320,7,2021,2028,low,inactive,55306,754,retired
POL_501845,CUST_706038,travel,Williamson-Rios,649,45000,10,2023,2033,medium,active,55306,754,retired
POL_930423,CUST_100126,health,Bailey Inc,1386,72600,1,2024,2025,medium,active,58493,706,self-employed
POL_242594,CUST_462478,home,"Taylor, Miller and Bennett",2130,165000,9,2022,2031,high,active,66747,775,self-employed
POL_778564,CUST_263863,auto,Bass-Rubio,611,10395,6,2022,2028,medium,active,24091,649,retired
POL_309286,CUST_815289,health,"Moreno, Herrera and Anderson",2412,79200,7,2023,2030,high,active,40958,732,self-employed
POL_425699,CUST_238441,health,Williams PLC,1456,84700,8,2015,2023,low,active,110677,711,employed
POL_369287,CUST_393807,home,Young-Thompson,741,150000,5,2018,2023,high,active,41342,715,self-employed
POL_595357,CUST_533194,health,"Warren, Jones and Davidson",2744,95040,7,2022,2029,low,active,59946,776,retired
POL_753587,CUST_533194,life,Flores-Johnson,2199,190080,3,2021,2024,low,active,59946,776,retired
POL_598045,CUST_107917,life,Garcia-Owens,860,159720,3,2020,2023,medium,active,118673,743,employed
POL_592121,CUST_470852,health,Lewis PLC,1840,72600,9,2020,2029,high,active,72360,600,employed
POL_880002,CUST_882620,life,Knight-Nicholson,536,99000,10,2019,2029,low,active,81119,642,employed
POL_330643,CUST_882620,travel,Ramirez-Martin,1861,55000,3,2015,2018,high,active,81119,642,employed
POL_569688,CUST_363387,health,"Reed, Reed and Rodriguez",2206,71280,6,2020,2026,high,active,21159,692,retired
POL_219346,CUST_363387,travel,Morales Inc,1433,45000,7,2022,2029,low,active,21159,692,retired
POL_260976,CUST_421041,health,Whitaker-Powers,2078,71280,10,2016,2026,high,inactive,32314,705,retired
POL_929319,CUST_421041,life,"Crawford, Holland and Sharp",949,142560,10,2018,2028,medium,active,32314,705,retired
POL_847346,CUST_233690,life,Hayes Inc,1027,203280,7,2016,2023,medium,active,50287,632,retired
POL_634863,CUST_233690,travel,Rodgers and Sons,1445,55000,9,2023,2032,high,inactive,50287,632,retired
POL_476150,CUST_409477,health,Gutierrez LLC,2548,59400,4,2018,2022,medium,active,70394,844,employed
POL_280459,CUST_409477,life,Perkins-Williams,1553,118800,2,2016,2018,high,active,70394,844,employed
POL_620458,CUST_665605,life,"Campbell, Lewis and Stafford",1689,145200,6,2015,2021,high,active,45716,790,employed
POL_863113,CUST_468620,travel,"Parks, Hoffman and Snyder",2706,45000,4,2020,2024,high,active,47188,736,employed
POL_369124,CUST_842379,health,Parker-Mcclure,2444,84700,6,2020,2026,low,active,85146,704,self-employed
POL_441723,CUST_842379,auto,Crawford Group,1881,24750,7,2016,2023,high,active,85146,704,self-employed
POL_453435,CUST_179392,auto,"Lester, Pacheco and Roberts",592,9450,1,2019,2020,low,active,51819,687,employed
POL_708591,CUST_323497,life,Jones-Castillo,951,90000,6,2019,2025,medium,inactive,59919,642,self-employed
POL_504832,CUST_323497,travel,"Hampton, Fox and Mitchell",1234,49500,9,2019,2028,low,active,59919,642,self-employed
POL_717730,CUST_662362,health,Tyler-Green,3776,83160,8,2016,2024,low,active,43017,704,retired
POL_370058,CUST_662362,life,"Pittman, Fuller and Smith",1992,166320,8,2016,2024,high,active,43017,704,retired
POL_748352,CUST_436274,health,Wallace LLC,1685,69300,10,2019,2029,low,inactive,86127,715,self-employed
POL_939915,CUST_436274,life,Watson-Moreno,2834,138600,5,2019,2024,medium,active,86127,715,self-employed
POL_313455,CUST_851407,home,"George, Shah and Taylor",2313,165000,5,2017,2022,low,active,114279,625,employed
POL_888803,CUST_974376,health,"Ford, Meyer and Guerrero",1509,77000,5,2023,2028,medium,active,82116,720,self-employed
POL_239454,CUST_755347,auto,"Coffey, Gutierrez and Austin",801,9450,1,2024,2025,high,active,55319,690,employed
